GPS00462,697419.005,732873.702,50.584,CH1
GPS00463,697419.585,732873.252,50.56,CH1
GPS00464,697419.874,732873.664,50.566,CH1
GPS00465,697427.797,732865.899,50.942,GL
GPS00466,697435.962,732862.047,51.207,MH
GPS00467,697435.287,732864.528,51.008,CH1
GPS00468,697435.034,732864.734,51.009,CH1
GPS00469,697435.629,732864.933,50.97,CH1
GPS00470,697435.372,732865.16,50.972,CH1
GPS00471,697441.954,732862.694,51.165,GL
GPS00472,697453.186,732849.157,51.956,GAS
GPS00473,697458.784,732850.192,51.715,GL
GPS00474,697465.086,732844.155,52.218,CH1
GPS00475,697465.4,732844.584,52.196,CH1
GPS00476,697467.024,732843.367,52.238,CH1
GPS00477,697466.69,732842.959,52.238,CH1
GPS00478,697475.584,732839.14,52.45,MH
GPS00479,697479.049,732831.727,52.765,WM
GPS00480,697479.936,732833.312,52.639,SV
GPS00481,697479.977,732832.924,52.657,SV
GPS00482,697480.426,732832.911,52.638,SV
GPS00483,697485.79,732829.899,52.736,GL
GPS00484,697492.374,732822.738,53.28,WM
GPS00485,697503.048,732815.179,53.581,CH1
GPS00486,697503.629,732815.976,53.515,CH1
GPS00487,697505.337,732814.716,53.539,CH1
GPS00488,697504.746,732813.901,53.556,CH1
GPS00489,697512.225,732810.25,53.535,GL
GPS00490,697525.981,732797.742,54.408,WM
GPS00491,697540.888,732788.049,54.5,SV
GPS00492,697541.389,732787.626,54.531,SV
GPS00493,697541.394,732788.195,54.449,SV
GPS00494,697547.79,732783.856,54.557,WM
GPS00495,697549.05,732784.48,54.629,MH
GPS00496,697558.392,732773.652,55.106,WM
GPS00497,697579.814,732758.437,55.513,WM
GPS00498,697598.5,732745.455,55.797,WM
GPS00499,697587.264,732752.16,55.639,CH1
GPS00500,697586.961,732751.73,55.648,CH1
GPS00501,697586.132,732752.288,55.644,CH1
GPS00502,697586.414,732752.723,55.633,CH1
GPS00503,697506.88,732813.607,53.576,CH1
GPS00504,697506.443,732813.041,53.586,CH1
GPS00505,697505.344,732813.885,53.593,CH1
GPS00506,697505.775,732814.418,53.565,CH1
GPS00507,697576.478,732763.721,55.188,MH
GPS00509,697611.288,732735.847,56.037,CH1
GPS00510,697612.089,732735.264,56.037,CH1
GPS00511,697611.767,732734.832,56.044,CH1
GPS00512,697610.971,732735.429,56.055,CH1
GPS00513,697610.568,732735.008,56.057,CH1
GPS00514,697610.251,732734.593,56.108,CH1
GPS00515,697611.069,732734.001,56.137,CH1
GPS00516,697611.385,732734.408,56.083,CH1
GPS00517,697615.112,732733.363,56.046,WM
GPS00518,697616.274,732731.424,56.008,GR1
GPS00519,697616.848,732732.463,55.982,GR1
GPS00520,697610.242,732737.331,55.866,GR1
GPS00521,697609.251,732736.557,55.936,GR1
GPS00522,697609.775,732735.964,56.037,SV
GPS00523,697606.278,732739.016,55.876,GR1
GPS00524,697606.793,732739.85,55.805,GR1
GPS00525,697602.489,732743.034,55.933,GR1
GPS00526,697597.582,732746.633,55.715,GR1
GPS00527,697596.819,732745.93,55.751,GR1
GPS00528,697601.918,732742.149,55.944,GR1
GPS00529,697594.135,732749.268,55.657,GR1
GPS00530,697593.523,732748.323,55.586,GR1
GPS00531,697589.993,732750.925,55.663,GR1
GPS00532,697590.371,732751.977,55.708,GR1
GPS00533,697586.798,732754.594,55.489,GR1
GPS00534,697586.031,732753.894,55.581,GR1
GPS00535,697581.88,732756.84,55.529,GR1
GPS00536,697582.298,732757.983,55.33,GR1
GPS00537,697576.161,732760.864,55.431,GR1
GPS00538,697576.599,732762.164,55.316,GR1
GPS00539,697569.884,732767.094,55.151,GR1
GPS00540,697568.816,732766.257,55.307,GR1
GPS00541,697425.789,732870.95,50.733,GR1
GPS00542,697414.195,732879.633,50.124,GR1
GPS00543,697405.711,732885.63,49.85,GR1
GPS00544,697403.803,732885.058,49.703,GR1
GPS00545,697403.138,732885.691,49.626,GR1
GPS00546,697400.533,732885.926,49.512,GR1
GPS00547,697400.527,732885.925,49.505,GR1
GPS00548,697402.802,732883.706,49.779,GR1
GPS00549,697392.367,732895.043,49.319,GR1
GPS00550,697402.913,732887.485,49.717,GR1
GPS00551,697397.172,732887.768,49.342,GR1
GPS00552,697391.908,732887.144,49.207,GR1
GPS00553,697387.367,732884.726,49.247,GR1
GPS00554,697381.966,732877.02,49.13,GR1
GPS00555,697381.065,732878.053,49.05,GR1
GPS00556,697390.196,732893.729,49.414,GR1
GPS00557,697392.362,732895.01,49.323,GR1
GPS00558,697521.443,732814.897,54.175,GR1
GPS00559,697521.743,732815.038,54.188,GR1
GPS00560,697537.647,732802.71,54.471,GR1
GPS00561,697536.395,732800.655,54.325,GR1
GPS00562,697537.757,732799.926,54.338,GR1
GPS00563,697538.822,732800.034,54.389,GR1
GPS00564,697540.83,732800.813,54.409,GR1
GPS00565,697537.311,732803.287,54.468,GR1
GPS00566,697542.878,732802.492,54.397,GR1
GPS00567,697544.312,732804.413,54.516,GR1
GPS00568,697543.635,732805.812,54.506,GR1
GPS00569,697542.184,732803.905,54.495,GR1
GPS00570,697547.364,732810.626,54.54,GR1
GPS00571,697548.868,732810.77,54.611,GR1
GPS00572,697552.646,732816.071,54.653,GR1
GPS00573,697552.101,732816.839,54.693,GR1
GPS00574,697559.279,732784.314,54.847,GR1
GPS00575,697559.393,732783.138,54.767,GR1
GPS00576,697583.95,732765.431,55.287,GR1
GPS00577,697584.599,732766.26,55.322,GR1
GPS00578,697585.882,732765.269,55.358,GR1
GPS00579,697585.382,732764.419,55.331,GR1
GPS00580,697590.755,732760.689,55.361,GR1
GPS00581,697591.23,732761.4,55.463,GR1
GPS00582,697598.601,732756.081,55.598,GR1
GPS00583,697598.095,732755.363,55.551,GR1
GPS00584,697615.902,732742.309,55.933,GR1
GPS00585,697618.392,732740.788,55.966,GR1
GPS00586,697621.489,732739.949,55.962,GR1
GPS00587,697621.562,732740.791,56.039,GR1
GPS00588,697619.291,732741.332,55.992,GR1
GPS00589,697617.669,732742.484,56.007,GR1
GPS00590,697608.458,732748.837,55.81,GR1
GPS00591,697436.2,732898.845,50.914,MH
GPS00592,697439.189,732905.809,51.043,MH
GPS00593,697442.091,732920.466,50.901,GL
GPS00594,697450.441,732923.113,51.179,WM
GPS00595,697453.089,732932.154,51.121,CH1
GPS00596,697453.872,732931.872,51.131,CH1
